0,,"――そうですか、残念です
ではせめてこれをお持ち下さい","Oh, I see. That's too bad. Well, please at least
take this with you.",ui\00_message\npc\base\n9011.gmd,\npc\n9011.arc,n9011.arc,1,,,,,,,,,
0,,"大きな勝利が、守りの気持ちに繋がることが
よくあるんだ","Often, big wins lead to feelings of safety.",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,92,,,,,,,,,
0,,"失いたくないという気持ちが強すぎて
攻勢に出られなくなる――","The feeling that you don't want to go on the 
offensive - you don't want to lose too much.",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,93,,,,,,,,,
0,,"道はまだ半ばだよね
王子たちがそうならなければいいけど","We're halfway there, and I hope the prince 
doesn't let that happen to us.",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,94,,,,,,,,,
0,,大戦にもかかわらず悪しき竜は姿を見せずか――,"Despite the great battle, 
the Evil Dragon was nowhere to be seen――",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,95,,,,,,,,,
0,,"奪われた城の奪回――
これが歴史物語であればひとつの大団円だ","Reclaiming a lost castle- 
if this is a historical tale, it's one big circle.",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,96,,,,,,,,,
0,,"アッカーシェランの民たちには
その喜びを心ゆくまで味わって
もらおうではないか","Let the people of Acre Selund enjoy that elation 
to their hearts' content.",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,97,,,,,,,,,
0,,"何しろ、戦いはまだまだ続くのだ
文字通りの勝利体験が、士気をつなぐことになる","After all, the battle is far from over, 
and the experience of a real victory 
is a morale booster.",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,98,,,,,,,,,
0,,"そしておまえたちは――
次に起こりそうなことに思いを巡らしつつ
しばしの休暇を楽しむがいい","And you... 
Enjoy a short break while you ponder what 
might happen next.",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,99,,,,,,,,,
0,,"殲滅できなかった魔物の残魂が、
骸の将の力として吸収される！","The lingering souls of the enemies
that couldn't be completely exterminated
are absorbed by the power of the Necro Master!",ui\00_message\quest\q00030130.gmd,\quest\q00030130.arc,q00030130.arc,100,,,,,,,,,
0,,"これほど戦況が変化しても姿を見せないとは
悪しき竜め、いったい何を考えているのか
皆目見当がつかんわ","I have no idea what the Evil Dragon is thinking, 
that it hasn't shown itself even after all these 
changes in the war situation.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,0,,,,,,,,,
0,,ここからの戦略は判断が難しいと思うよ,"I think it's difficult to determine 
the strategy from here on.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,1,,,,,,,,,
0,,"解放軍全体にみなぎる力と勢いを
どう評価するかだよね","It's about how we assess the strength and 
momentum coursing through the entire 
Liberation Army.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,2,,,,,,,,,
0,,"僕が指揮官なら君たちの活躍を見込んで
次から次へと――","If I were the commander, 
I would count on your success and send you on 
mission after mission――",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,3,,,,,,,,,
0,,"いや、ごめん
現場のことなんて何も知らないのに――","No, sorry.
I don't know anything about the frontline, 
but――",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,4,,,,,,,,,
0,,"悪しき竜も動き出す頃合いだろう
その動向、見誤るなよ","It's time for the Evil Dragon to make its move.
Do not misjudge its plans.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,5,,,,,,,,,
0,,おかえりなさい、レスタニアの皆さん,"Welcome back, Lestanians!",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,6,,,,,,,,,
0,,"皆さんのお力添えで見事取り戻したこの展望城を
ぜひご案内したいところですが","With everyone's help, the Lookout Castle has been 
splendidly restored.
I'd love to show you around.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,7,,,,,,,,,
0,,"まずはメイロワ将軍から取り急ぎ、皆さんに
お話があるそうです","First of all, General Meirova would like to have 
a quick word with everyone.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,8,,,,,,,,,
0,,"よく戻ってくれた、レスタニアの覚者たちよ
早速だが聞いてくれ","Welcome back, Arisen of Lestania, 
and please listen promptly.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,9,,,,,,,,,
0,,"展望城を手に入れた我々が
次に目指すは王都メガド――","Now that we have the Lookout Castle, 
our next stop is the Royal Capital of Megado.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,10,,,,,,,,,
0,,"メガド突入のため
まずは北の地へ侵攻し、足掛かりを作らねばならん","To enter Megado, we must first invade the north 
and establish a foothold.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,11,,,,,,,,,
0,,"それには城の背後にそびえ立つ険しい岩山を
縦断する必要があり、これは悩ましい問題で
あったが、解決の目処が立ったところだ","This required traversing the steep rocky 
mountains that rise up behind the castle, which 
was a vexing problem, but one that we are now on 
the verge of solving.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,12,,,,,,,,,
0,,"幸いなことに、城で飼育されていた使役獣が
従順な奴でな、こいつがおぬしらを乗せて
山を越えてくれるだろう","Luckily, the castle kept a docile messenger 
beast, who will carry you across the mountain.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,13,,,,,,,,,
0,,"北の地とは、久しく連絡が途絶えており
どのような状態にあるか分からん","We have been out of touch with the north for a 
long time. 
We don't know what kind of condition they are in.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,14,,,,,,,,,
0,,"であるからして、まずは、おまえたちに
先に向かってほしいのだ","Therefore, I want you to go first.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,15,,,,,,,,,
0,,"ジリアンらと行動を共にして欲しい
使役獣の乗り場で合流してくれ","I want you to go with Gillian and the others. 
Meet them at the boarding station.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,16,,,,,,,,,
0,,"一度にしゃべりすぎたか？
簡単に言うと、北の地に王都メガド攻略の
拠点を確保したいということだ","Did I talk too much at once? 
The short version is that we want to secure a 
base in the north of the country for the attack 
on the royal city of Megado.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,17,,,,,,,,,
0,,"ジリアンと一緒に行ってくれ
使役獣乗り場は地図で確認できるはずだ","Go with Gillian.
The station should be on the map.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,18,,,,,,,,,
0,,使役獣に乗ったことはありますか？,Have you ever ridden on a messenger beast?,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,19,,,,,,,,,
0,,"ああ、初めてですか！
楽しいですよ
僕が保証します！","Oh, is this your first time?
It's fun.
I guarantee it!",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,20,,,,,,,,,
0,,"奪われた領地を取り戻すのもいいが
悪しき竜対策も考えないとね","I'm all for taking back lost territory, 
but we've got to figure out a way to combat 
the Evil Dragon.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,21,,,,,,,,,
0,,"ロスギルの村が落ち着いたから
戻って来たんだ","I came back because the village of Rothgill 
has calmed down.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,22,,,,,,,,,
0,,"イェルハルド、なんだか若返ったみたいで
わたしの出番はなさそうだしね","Gerhard, he's kind of rejuvenated again, 
and I don't think there'll be a chance for me 
to be a part of it.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,23,,,,,,,,,
0,,"そしていきなり使役獣さ
久しぶりだから緊張するよ","And then suddenly there's this beast, 
and I'm nervous because it's been a long time.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,24,,,,,,,,,
0,,"俺たちが行くのはいつだってギスギスした
無愛想な道だろ？","Whenever we travel, it's always a tense, 
unfriendly path, right?",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,25,,,,,,,,,
0,,今回も、快適にはほど遠いだろうな,"This time, too, it's probably far from comfortable.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,26,,,,,,,,,
0,,うれしいな、ついに使役獣に乗れるよ！,"I'm so happy, 
I finally get to ride a messenger beast!",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,27,,,,,,,,,
0,,"使役獣はそりゃ楽しみですけど
いったいどんなところを通るんでしょうね","I'm looking forward to seeing the messenger 
beasts, but I wonder what the hell they're going 
to go through.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,28,,,,,,,,,
0,,もし敵襲になったらわたしを守ってくださいね,Please protect me if the enemy attacks.,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,29,,,,,,,,,
0,,"わたし、戦闘には全然慣れていなくて――
ああ、こわい！","I'm not used to combat at all―― 
it's scary!",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,30,,,,,,,,,
0,,なんだか気持ちが悪いぞ,I'm feeling kind of queasy here.,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,31,,,,,,,,,
0,,"おまえは平気そうだな
なんだこれは――","You seem fine to me.
What is――",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,32,,,,,,,,,
0,,"使役獣に乗ると、揺れで気持ちが
悪くなる人がいるって聞いたけど
隊長はどう？","I've heard that some people get sick from the 
shaking when they ride on a messenger beast.
How about you, captain?",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,33,,,,,,,,,
0,,さて、ここからどうするんでしょうね,"Well, what do we do from here?",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,34,,,,,,,,,
0,,もしかして気持ち悪くなったりしてる？,Are you feeling sick by any chance?,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,35,,,,,,,,,
0,,"そんな時はね、大声で笑ったり歌ったり
騒げばいいのさ
敵に気づかれたらその時はその時だよ","When that happens, you know, you can 
laugh and sing and make a lot of noise.
If the enemy notices you, 
that's when it's time to go.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,36,,,,,,,,,
0,,使役獣の出番はここまでね,So much for the messenger beast.,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,37,,,,,,,,,
0,,"ここからは洞窟をくぐって、メガド近くにある
拠点となる場所を目指す","From here, you go through a cave to a base 
location near Megado.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,38,,,,,,,,,
0,,そこには小さな石塔があって――,There is a small stone tower there and――,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,39,,,,,,,,,
0,,"メガドが落城するまでは、王都を守る
警備塔として使われていたのだけれど
今はどうなっているか分からない","It was used as a guard tower to protect the 
Royal Capital until Megado fell, 
but I don't know what it is now.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,40,,,,,,,,,
0,,とにかく先へ進もう,Let's just move on.,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,41,,,,,,,,,
0,,"使役獣はここまで
乗り心地はどうだった？","Have you had a good ride so far 
with the messenger beasts?",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,42,,,,,,,,,
0,,"こんなに長く乗ったことは
わたしは初めてだよ",I've never ridden for so long.,ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,43,,,,,,,,,
0,,"洞窟を抜け
どうなってるか分からねえ石塔を目指すか――","We could go through the cave to the stone tower, 
who knows what the hell is going on--",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,44,,,,,,,,,
0,,"まあ、獣の背中で揺られるよりは
ずっといいぜ","Well, it's a lot better than being bucked around 
on the back of a beast.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,45,,,,,,,,,
0,,"次は洞窟だって
中、渇いているといいな
湿った洞窟は苦手なんだ","Next time it's a cave, I hope it's dry inside.
I don't like damp caves.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,46,,,,,,,,,
0,,"使役獣の活用は、レスタニアでも
検討する価値があるかもしれませんね","The use of messenger beasts may be worth 
considering in Lestania.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,47,,,,,,,,,
0,,"ふう――
ここにも敵が入り込んでいたか","Phew...
The enemy has gotten in here, too.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,48,,,,,,,,,
0,,"ぜんぶ片付けてやったけど――
油断はできないね","I cleaned everything up but ――
You can't let your guard down.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,49,,,,,,,,,
0,,でもまず最初に、ほら、礎を解放してね,"But first, look, attune to the Portcrystal.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,50,,,,,,,,,
0,,"ほら、礎の解放だ
忘れたら大ごとだぞ","Look, it's time to attune to the Portcrystal.
It'll a big deal if you forget.",ui\00_message\quest\q00030140.gmd,\quest\q00030140.arc,q00030140.arc,51,,,,,,,,,
